barrio,precio,hab,baño,aseo,superficie,fecha_constr,planta,lavadero,trastero,terraza,calefaccion,parking,acc,ascensor,lat,lon,url,text
Dreta de l´Eixample,400.000 €,2 habitaciones,1 Baño,,Superficie 75 m,,,Lavadero ,,Balcón / Terraza 5 m,Sin calefacción,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.4016550","VGPSLon\"":2.1758230",https://www.habitaclia.com/comprar-apartamento-piso_de_75_m2_en_venta_en_eixample_derecho_dreta_de_l_eixample-barcelona-i4975003765237.htm?pag=36&f=&from=list&lo=55," Esta maravillosa vivienda con unas vistas fantásticas a la Sagrada Familia se presenta como una vivienda muy especial en el Eixample Derecho de Barcelona. El piso, totalmente renovado, se ofrece equipado y amueblada.  El salón-comedor tiene una pared de ladrillos a vista que le aporta mucha personalidad al espacio. Además, cuenta con un bonito suelo de parqué, y los marcos de las ventanas y las puertas también son de madera. La cocina, moderna e independiente, se encuentra separada del salón por paneles de vidrio que brindan abundante luz natural y le da a la dormitorio una sensación de amplitud.  El piso consta de 2 dormitorios: el primero con un trastero al lado y el segundo con un vestidor. Tanto el segundo dormitorio como el salón se abren a una gran terraza con excelentes vistas de la Sagrada Familia.  Una vivienda urbana maravillosa al lado del edificio más emblemático de Barcelona. Póngase en contacto con nosotros para obtener más información o para concertar una visita.

Terraza, Ascensor, Características de época, Luz natural, Parqué, Suelos hidráulicos, Techos altos, Edificio modernista, Terraza comunitaria, Aire acondicionado, Balcón, Cerca del transporte público, Cocina equipada, Exterior, Lavadero, Renovado, Ventanas de doble acristalamiento, Vestidor, Vistas, Zona chill-out"
Dreta de l´Eixample,485.000 €,4 habitaciones,2 Baños,,Superficie 115 m,Año construcción 1936,Planta número 4,,,,Calefacción ,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3906600","VGPSLon\"":2.1626209",https://www.habitaclia.com/comprar-piso-cuarto_con_4_habitaciones_ascensor_y_calefaccion_dreta_de_l_eixample-barcelona-i27784003850341.htm?pag=36&f=&from=list&lo=55," Magnífico piso situado en Aragó con Rambla Catalunya de 115 m2. En pleno centro del Eixample. Piso alto 5º real con magnifica orientación sur. Finca señorial con ascensor rehabilitada. El piso se distribuye en salón-comedor de 26 m2 exterior, cocina, 4 dormitorios (1 suitte, 2 dobles y una individual), 2 baños en total. El inmueble se encuentra reformado de hace muy poco tiempo. Cocina de gas natural pero con instalación para vitrocerámica si se prefiere. Lavavajillas integrado. El piso se puede entregar con todos los electrodomésticos. Dispone de parque, aire acondicionado, carpintería exterior de aluminio, altillo, etc. Alto y luminoso. Espectacular zona. Todos los servicios a su alcance: metros, autobús, tren, etc"
Dreta de l´Eixample,695.000 €,3 habitaciones,2 Baños,,Superficie 111 m,Año construcción 1900,,,,Balcón / Terraza 5 m,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3946800","VGPSLon\"":2.1746600",https://www.habitaclia.com/comprar-apartamento-piso_de_111m2_en_venta_en_eixample_derecho_dreta_de_l_eixample-barcelona-i4975004012275.htm?pag=33&f=&from=list&lo=55," Este fantástico piso de 3 dormitorios se ubica en una finca de época en plaza Tetuán, una zona cerca de paseo de Sant Joan o Arc de Triomf y repleta de todo tipo de comercios, restaurantes y servicios. La vivienda, que se presenta con una reforma maravillosa, destaca por sus estancias amplias y de techos altos, con abundante luminosidad. Un hogar acogedor ideal para una familia muy cerca del centro de la ciudad.  Al entrar, nos recibe un vestíbulo que da a un espacioso salón-comedor, una estancia elegante y confortable con abundante luz natural gracias a sus dos ventanales con salida a un balcón largo que da a Plaza Tetuán. A continuación, encontramos una cocina independiente renovada y totalmente equipada, muy práctica.  Un pasillo conduce a la zona de noche, que alberga tres dormitorios: uno individual y uno doble que comparten un baño con ducha, y al fondo, el dormitorio principal con baño privado con bañera y una pequeña terraza interna, que aporta más encanto al espacio.  La vivienda cuenta con suelos de madera, y está equipada con aire acondicionado, calefacción y ventanas de doble acristalamiento.

Ascensor, Luz natural, Parqué, Propiedad de época, Aire acondicionado, Armarios empotrados, Balcón, Calefacción, Cerca del transporte público, Cocina equipada, Exterior, Interior, Renovado, Seguridad, Ventanas de doble acristalamiento, Vistas"
Dreta de l´Eixample,1.050.000 €,4 habitaciones,3 Baños,,Superficie 152 m,,,,,,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Sin ascensor,,,https://www.habitaclia.com/comprar-apartamento-piso_de_152_m2_en_venta_en_eixample_derecho_dreta_de_l_eixample-barcelona-i4975003169535.htm?pag=36&f=&from=list&lo=55," Piso reformado y decorado con un gusto exquisito en una preciosa finca regia. Se caracteriza por su buena distribución, con zona de día y de noche claramente diferenciadas.  A través de un acogedor recibidor, accedemos a un luminoso salón comedor con salida a 2 balcones que permiten disfrutar de maravillosas vistas a La Pedrera. Junto al salón, se presenta la cocina office completamente equipada y un dormitorio que podría destinarse a despacho o dormitorio de invitados.  La zona de noche consta de 3 dormitorios, uno de los cuales dispone de baño privado, vestidor y salida a una agradable terraza que da a patio interior, un dormitorio doble con salida a terraza, un dormitorio individual y un baño completo.  Toda la propiedad cuenta con suelos de madera, aire acondicionado y calefacción. Dispone también de servicio de conserjería.  La vivienda está situada en una de las mejores zonas de Barcelona, a pocos metros de paseo de Gracia y del centro de la ciudad."
Dreta de l´Eixample,949.000 €,5 habitaciones,3 Baños,,Superficie 283 m,Año construcción 1945,,,,,Sin calefacción,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3878500","VGPSLon\"":2.1666300",https://www.habitaclia.com/comprar-apartamento-piso_de_283m2_en_venta_en_eixample_derecho_dreta_de_l_eixample-barcelona-i4975003824198.htm?pag=37&f=&from=list&lo=55," En la tercera planta de un edificio de 1945, se encuentra este magnífico piso, totalmente a reformar, pero con un increíble potencial de renovación para crear una fantástica vivienda de grandes dimensiones.  La vivienda consta de 283 m² y se caracteriza por sus grandes espacios increíblemente luminosos y sus altos techos que aumentan la sensación de amplitud de las estancias. Actualmente está distribuida en un total de cinco dormitorios y dos baños.  El piso es exterior, con doble orientación y vistas al teatro Coliseum y a un patio de manzana muy tranquilo. Si se desea, cabe la posibilidad de dejar los techos con bóveda catalana.  La vivienda cuenta con un trastero en el terrado comunitario. La finca dispone de dos ascensores y servicio de conserjería.  Una magnífica oportunidad para quien desee disfrutar de esta excelente vivienda reformada en el centro de la ciudad. Póngase en contacto con nosotros para concertar una visita.

Servicio de conserjería, Ascensor, Luz natural, Parqué, Propiedad de época, Techos altos, A renovar, Cerca del transporte público, Exterior, Ventanas de doble acristalamiento"
Dreta de l´Eixample,498.000 €,5 habitaciones,2 Baños,,Superficie 150 m,Año construcción 1947,Planta número 1,,,Terraza 20 m,Sin calefacción,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3976418","VGPSLon\"":2.1761193",https://www.habitaclia.com/comprar-piso-gran_oportunidad_en_calle_de_la_marina_dreta_de_l_eixample-barcelona-i10906002308173.htm?pag=36&f=&from=list&lo=55," A-House les ofrece esta fantástica y luminosa vivienda en pleno centro de Barcelona en una majestuosa finca regia de estilo clásico con ascensor.    Actualmente el inmueble (de techos altos) se compone de 5 habitaciones (4 dobles y 1 simple), cocina independiente, 2 baños completos, 2 grandes patios interiores y un balcón. La actual distribución puede ser cambiada ya que todas las paredes son tabiques, ofreciendo de este modo, una gran variedad de posibilidades.  Toda la vivienda tiene servicio de aire acondicionado instalado.  Ideal tanto para vivienda principal como para invertir, este piso ofrece grandes posibilidades. Ademas, dispone de dos entradas, y hay posibilidad de convertir el inmueble en dos viviendas independientes.      El Fort Pienc nació como zona de fortificaciones. Felipe V, al establecer el sistema de vigilancia de la ciudad, levantó la Ciudadela y un fuerte avanzado, cerca del camino que salía del Portal Nou, el Fort Pius. Su existencia pasó sin pena ni gloria y en 1869 se derribó, junto con la Ciudadela. Muy cerca se construyó, en 1861, la estación de ferrocarril de la línea de Lérida. La fachada de aquellos edificios de estilo neoclásico es, hoy, la fachada lateral del actual edificio, ampliado en 1910 con una gran cubierta de hierro.    La estación del Norte dio personalidad a un barrio situado entre la vía del tren y la Gran Vía. Se localizaron muchos transportistas en torno a la antigua carretera de Ribes, una vieja vía de salida de la ciudad desde la época romana y hasta que se desarrolló L'Eixample.    Aproveche esta oportunidad."
Dreta de l´Eixample,425.000 €,3 habitaciones,2 Baños,,Superficie 130 m,Año construcción 1885,Planta número 2,,,,Calefacción ,Sin plaza parking,Sin aire acondicionado,Sin ascensor,,,https://www.habitaclia.com/comprar-piso-en_venta_calle_de_pau_claris_dreta_de_l_eixample-barcelona-i12677002773169.htm?pag=37&f=&from=list&lo=55," Piso venta calle Pau Claris Fabuloso piso en finca regia a dos pasos de plaza Catalunya. Segunda planta a reformar es exterior a calle y a bonito patio de manzana, doble orientación a Tarragona y a Girona. Sus 130 m2 se distribuyen en un precioso salón-comedor con galería, tres dormitorios dobles, cocina, un baño completo y un aseo de cortesía. También contamos con una práctica despensa y un acogedor recibidor que distingue estas encantadoras propiedades distintivas de finales del siglo XIX."
Dreta de l´Eixample,545.000 €,3 habitaciones,2 Baños,,Superficie 107 m,Año construcción 1900,Planta número 2,,,,Calefacción ,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3966503","VGPSLon\"":2.1690289",https://www.habitaclia.com/comprar-piso-segundo_con_3_habitaciones_ascensor_y_calefaccion_dreta_de_l_eixample-barcelona-i19481003920371.htm?pag=37&f=&from=list&lo=55," Barcelona Dream House, pone en exclusiva esta bonita vivienda en finca regia esquinero. Nos encontramos esta preciosa vivienda justo en el centro del conocido cuadrado de oro, goza de una ubicación excelente en una finca de época en el corazón de Eixample Derecho, con todos los servicios y las comodidades a la vuelta de la esquina. El piso, con una reforma de alta gama, combina acabados modernos con detalles decorativos originales llenos de encanto, con sus techos altos maravillosos, este bonito apartamento consta de 100m2 útiles aprox en finca regia, la vivienda consta de 3 habitaciones dobles, amplio salón, un baño y otro de cortesía, dos de las habitaciones dobles dan a la calle con balcón propio cada una de ellas y por supuesto con vistas despejadas, no dude en visitar este bonito apartamento en el corazón de Barcelona."
Dreta de l´Eixample,475.000 €,3 habitaciones,1 Baño,,Superficie 90 m,Año construcción 1900,Planta número 3,,Trastero ,Terraza 30 m,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.4001409","VGPSLon\"":2.1722299",https://www.habitaclia.com/comprar-piso-con_licencia_turistica_y_con_vistas_a_la_sagrada_familia_dreta_de_l_eixample-barcelona-i10906002308163.htm?pag=37&f=&from=list&lo=55," A-House les ofrece este piso CON VISTAS a la SAGRADA FAMILIA.    El piso está distribuido en 3 habitaciones (2 de ellas dobles), salón-comedor con salida a balcón, una cocina americana, y 1 cuarto de baño completo y dos terrazas.    La vivienda es muy luminosa debido al ser un ático y tener orientación sur.    El piso está para entrar a vivir y en buen estado de conservación.    Finca Regia de 1900   Piso con Licencia Turística.    Edificio con ITE pasada.    Cerca encontramos diversidad de transportes como, autobuses (TMB), metro (L5 y L2 Sagrada Familia, L2 Encants, L5 Sant Pau Dos de Maig), y multitud de servicios como hospitales, colegios, universidades, zonas infantiles y comercios.    El barrio de ?Sagrada Familia? Lo que hoy le da personalidad es la Sagrada Familia, Actualmente el templo es la obra de Gaudí más conocida en todo el mundo y el lugar más visitado por los turistas de la ciudad. La avenida de Gaudí atraviesa el barrio, uniendo la Sagrada Familia con otra obra capital del modernismo catalán: el Hospital de la Santa Cruz y Sant Pau. Ambos edificios han sido declarados Patrimonio de la Humanidad por la UNESCO. El barrio de la Sagrada Familia incluye en su extremo inferior el vecindario de los Encants, con el popular mercado-feria de Bellcaire o Encants. Esta zona se verá transformada por la remodelación que afectará a todo el entorno de la Plaza de las Glories    Aproveche esta oportunidad."
Dreta de l´Eixample,1.230.000 €,4 habitaciones,2 Baños,1 Aseo,Superficie 203 m,Año construcción 2007,,,,Terraza 277 m,Calefacción ,Plaza parking ,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3909000","VGPSLon\"":2.1650400",https://www.habitaclia.com/comprar-piso-duplex_con_patio_interior_en_venta_en_el_quadrat_dor_de_barcelo_dreta_de_l_eixample-barcelona-i4737003794942.htm?pag=37&f=&from=list&lo=55," En el “Quadrat d’or” de la ciudad de Barcelona, perfectamente ubicado entre Paseo de Gracia y la Rambla Catalunya encontramos un precioso dúplex en perfecto estado y en una finca íntegramente rehabilitada en el año 2007, manteniendo la bonita fachada de finca clásica. Esta preciosa vivienda con una superficie útil de 112 m2 tiene acceso a un patio interior de uso exclusivo de 277 m2, el mismo patio de manzana que la Casa Batlló, con muchísimas posibilidades de uso. La planta baja de la vivienda consta de un recibidor que da acceso a un armario bajo escalera, un baño de cortesía, la cocina completamente equipada y en perfecto estado, con todos los electrodomésticos incluidos y zona de aguas, esta tiene acceso directo al patio privado. A mano derecha desde el mismo recibidor accedemos al gran salón comedor, con salida al mismo patio de manzana privado. En el piso superior, encontramos 4 habitaciones dobles, una en suite con armario empotrado, y un baño completo que da servicio al resto de dormitorios. Todas las habitaciones son exteriores y dan al tranquilo patio de manzana. La propiedad goza de muy buenos acabados, suelos de parquet, calefacción de gas por radiadores, aire acondicionado centralizado por conductos en toda la vivienda, armarios empotrados, carpintería interior de madera, carpintería exterior de aluminio de doble cristal con persianas eléctricas y con preinstalación de domótica.  Además, hay la posibilidad de adquirir una o dos plazas de parking en la misma finca con acceso directo desde el ascensor."
Dreta de l´Eixample,1.850.000 €,3 habitaciones,3 Baños,,Superficie 174 m,Año construcción 1887,,,,,Calefacción ,Sin plaza parking,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3939100","VGPSLon\"":2.1598200",https://www.habitaclia.com/comprar-apartamento-piso_de_174m2_en_venta_en_eixample_derecho_dreta_de_l_eixample-barcelona-i4975003823665.htm?pag=37&f=&from=list&lo=55," Este piso de 174 m² está situado en la cuarta planta de un precioso edificio modernista en la esquina de Rambla Catalunya y calle Provença.  Se trata de un piso único reformado y diseñado por Nobohome, una promotora de lujo en Barcelona.  El piso ofrece lujo y confort combinados con un cálido toque personal. Gracias a su orientación, disfruta de sol todo el día.  El salón, de más de 50 m² con cocina abierta a medida, es completamente exterior. El gran balcón que recorre la fachada ofrece unas vistas espectaculares a Rambla Catalunya; por un lado se ve el mar y por el otro el Tibidabo.  La vivienda dispone de cuatro dormitorios dobles, tres baños (dos de ellos en suite), una sala de vídeo con proyector, una lavandería (con sistema de descalcificación de agua) y un aseo para invitados.  Este piso llave en mano se vende con todos los muebles y equipamientos del hogar. Cuenta con dos sillas Barcelona, una mesa Knoll ovalada, ocho sillas Carl Hansen Wishbone, dos lámparas Raimond de Moooi, un escritorio de madera de Porada y un sofá Zanotta.

Vistas a las montañas, Servicio de conserjería, Ascensor, Características de época, Luz natural, Techos altos, Edificio modernista, Aire acondicionado, Calefacción, Cerca del transporte público, Cine en casa, Cocina equipada, Exterior, Renovado, Se aceptan mascotas, Vistas"
Dreta de l´Eixample,850.000 €,4 habitaciones,2 Baños,,Superficie 115 m,Año construcción 2002,,,,Terraza 12 m,Calefacción ,Plaza parking ,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3929000","VGPSLon\"":2.1722600",https://www.habitaclia.com/comprar-piso-con_terraza_y_posibilidad_de_parking_en_l_eixample_dreta_dreta_de_l_eixample-barcelona-i4737003791263.htm?pag=37&f=&from=list&lo=55," En una preciosa finca clásica del Eixample, de construcción semi-nueva en el 2002 pero con una excelente rehabilitación de la fachada protegida. Tiene una ubicación privilegiada cercana a Paseo de Gracia y a todos los comercios y servicios de la zona. Accedemos a la propiedad por un recibidor que da paso a una amplia cocina con zona de aguas independiente, orientada interior de la finca. A continuación, nos encontramos con el salón comedor con abundante luz natural y con un precioso balcón-terraza orientado a uno de los patios de manzana más bonitos del Eixample. La propiedad cuenta con 4 dormitorios, 3 de los cuáles son habitaciones individuales y uno principal en suite con balcón y dos baños completos. Hay parking disponible a la venta en la finca. Es una excelente oportunidad de adquirir una propiedad en finca clásica con parking en el medio del Ensanche derecho"
Dreta de l´Eixample,1.550.000 €,3 habitaciones,2 Baños,,Superficie 170 m,Año construcción 1910,,,,,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3978000","VGPSLon\"":2.1670500",https://www.habitaclia.com/comprar-piso-reformado_en_venta_en_la_calle_girona_dreta_de_l_eixample-barcelona-i4737003790951.htm?pag=37&f=&from=list&lo=55," Con una ubicación inmejorable, en plena calle Girona, a un paso de Passeig de Gràcia, Passeig Sant Joan y Diagonal, rodeado de todos los servicios y comercios de la zona, encontramos esta magnífica propiedad completamente reformada, equipada y amueblada con calidades máximas y todo lujo de detalles, en una estupenda finca regia muy bien conservada. Accedemos a la vivienda por un amplio recibidor que da paso a una magnífica zona de día que incluye una cocina semi abierta y un magnífico salón con 2 balcones con bonita vista de la ciudad. La zona de noche consta de una habitación individual orientada a patio de luces y baño completo independiente y dos grandes habitaciones en suite, una de ellas con vestidor, ambas orientadas a un bonito patio de manzana recibiendo muchísima luz natural. Aire acondicionado por conductos frío/calor, calefacción de gas, electrodomésticos NEFF, armarios empotrados, grifería NEVE, mecanismos GIRA, suelos con tarima laminada anti-impacto y un largo etcétera de pequeños detalles que hacen de ésta, una propiedad sin igual en la zona."
Dreta de l´Eixample,1.395.000 €,3 habitaciones,3 Baños,1 Aseo,Superficie 242 m,Año construcción 1900,,,,,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3876000","VGPSLon\"":2.1679500",https://www.habitaclia.com/comprar-piso-reformado_en_venta_en_rambla_catalunya_leixample_dreta_dreta_de_l_eixample-barcelona-i4737003794934.htm?pag=37&f=&from=list&lo=55," Le presentamos esta lujosa propiedad en una de las zonas más emblemáticas de la ciudad. Ubicada en Rambla Cataluña con una superficie de 242m2 de una Finca regia del 1900 en buen estado, con doble orientación. Al lado de la plaza Cataluña y Paseo de Gracia, rodeada de servicios y comercios, destaca por su exquisita reforma, gran luminosidad, excelentes acabados y la privacidad de un vecino por planta. La vivienda se distribuye en zona de día y de noche. En la zona de día con orientación NE, encontramos un amplio salón con tres balcones con vistas a Plaza Cataluña, la cocina totalmente equipada y perfectamente integrada con una semi isla de mármol, un aseo y el recibidor con armarios empotrados. En la zona noche, encontramos 2 suites con vestidor y baño completo, una habitación doble con 2 camas queen size y vestidor, una galería entre la suite principal y la habitación doble y un baño completo. Toda la vivienda está provista de un sistema de iluminación por escenas que consigue crear ambientes diferenciados unido al gran aislamiento acústico, gracias a la delicada restauración de todas las ventanas, conservando la estructura original. Aire acondicionado por conductos frío/calor, electrodomésticos de gama alta, grifería Duravit y Rovira, sanitarios Villeroy & Boch y Catalano, mobiliario Mapini y Roche Bobois, iluminación Castellani y Smith, suelo parque roble y un largo etcétera de pequeños detalles que hacen de esta, una propiedad sin igual en la zona. Finca con ascensor. Opción de alquilar plaza de parking para coche/moto en el parking SABA justo al lado del edificio."
Dreta de l´Eixample,2.500.000 €,5 habitaciones,2 Baños,,Superficie 197 m,Año construcción 1970,,Lavadero ,,,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3957000","VGPSLon\"":2.1612000",https://www.habitaclia.com/comprar-piso-vivienda_de_200m2_en_magnifico_edificio_de_passeig_de_gracia_dreta_de_l_eixample-barcelona-i4737003790050.htm?pag=37&f=&from=list&lo=55," En una maravillosa finca regia con conserje y en perfecto estado de conservación, ubicada en pleno Paseo de Gracia, muy cerca de la prestigiosa Avenida Diagonal, encontramos esta espectacular propiedad de unos 200m² reformada íntegramente hace unos años y con muy buenas calidades. Accedemos a la vivienda por un amplio recibidor, que da paso a una preciosa zona de salón en dos ambientes con ventanales y dos balcones a Paseo de Gracia y comedor independiente.  Completa la zona de día una gran cocina independiente y una habitación de plancha y lavadero. La zona de noche consta de 2 habitaciones dobles que comparten un baño completo, una zona abierta de despacho y una magnífica máster suite con espectacular baño y galería con vistas a uno de los patios de manzana con más encanto de la ciudad, desde el que se divisa nada menos que la obra maestra de Gaudí “La Pedrera o Casa Milà”."
Dreta de l´Eixample,425.000 €,3 habitaciones,2 Baños,,Superficie 130 m,Año construcción 1885,Planta número 2,,,,Calefacción ,Sin plaza parking,Sin aire acondicionado,Sin ascensor,,,https://www.habitaclia.com/comprar-piso-en_venta_calle_de_pau_claris_dreta_de_l_eixample-barcelona-i27784003850168.htm?pag=37&f=&from=list&lo=55," Piso venta calle Pau Claris Fabuloso piso en finca regia a dos pasos de plaza Catalunya. Segunda planta a reformar es exterior a calle y a bonito patio de manzana, doble orientación a Tarragona y a Girona. Sus 130 m2 se distribuyen en un precioso salón-comedor con galería, tres dormitorios dobles, cocina, un baño completo y un aseo de cortesía. También contamos con una práctica despensa y un acogedor recibidor que distingue estas encantadoras propiedades distintivas de finales del siglo XIX."
Dreta de l´Eixample,1.550.000 €,3 habitaciones,2 Baños,,Superficie 139 m,,,,,Terraza 25 m,Calefacción ,Plaza parking ,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3906670","VGPSLon\"":2.1666080",https://www.habitaclia.com/comprar-apartamento-piso_de_139m2_con_25m2_terraza_en_venta_en_eixample_derecho_dreta_de_l_eixample-barcelona-i4975004012157.htm?pag=37&f=&from=list&lo=55," Esta vivienda se sitúa en una de las mejores zonas de Barcelona, en la calle más emblemática, el paseo de Gràcia. Pese a estar situado en uno de los puntos más céntricos de la ciudad, este dúplex resulta muy tranquilo. Disfruta de una excelente orientación suroeste y dispone de una terraza a pie de salón que se abre al patio de manzana interior, por lo que la vivienda resulta muy luminosa.  Esta finca se rehabilitó totalmente hace unos años, pero sigue conservando hoy en día todo su encanto señorial y elegancia original. Además, dispone de 2 ascensores y servicio de conserjería.  La vivienda es un dúplex que cuenta con un salón-comedor amplio con salida a una terraza privada y una cocina independiente totalmente equipada con electrodomésticos.  En la planta alta encontramos la zona de noche que dispone de un dormitorio doble con su cuarto de baño privado con ducha. Además, según entramos a nuestra derecha encontramos 2 dormitorios.  El dúplex dispone además de calefacción, instalación de aire acondicionado por splits en todas las estancias y suelos de parqué natural.  Póngase en contacto para más información.

Jardín, Terraza, Servicio de conserjería, Ascensor, Luz natural, Techos altos, Aparcamiento, Edificio modernista, Aire acondicionado, Armarios empotrados, Balcón, Calefacción, Cocina equipada, Interior, Seguridad, Sistema de domótica, Ventanas de doble acristalamiento, Zona chill-out"
Dreta de l´Eixample,2.300.000 €,4 habitaciones,3 Baños,,Superficie 230 m,Año construcción 1900,,Lavadero ,,Terraza 131 m,Calefacción ,,Aire acondicionado ,Ascensor ,"VGPSLat\"":41.3933000","VGPSLon\"":2.1663600",https://www.habitaclia.com/comprar-piso-principal_con_terraza_cerca_de_la_pedrera_en_pau_claris_dreta_de_l_eixample-barcelona-i4737003791607.htm?pag=37&f=&from=list&lo=55," Con una ubicación excepcional, en la calle Pau Claris, rodeada de todos los servicios y comercios más prestigiosos de la ciudad, al lado de Passeig de Gràcia y la Avinguda Diagonal, en la planta principal de una prestigiosa finca regia del año 1900 completamente rehabilitada recientemente, encontramos esta maravillosa propiedad de unos 185m2 de vivienda + 130m2 de terraza. La vivienda, reformada y a estrenar, conserva todos los detalles originales como las espectaculares vidrieras, suelos hidráulicos y en mosaico de Noia, techos artesonados, carpinterías originales y un largo etcétera de pequeños detalles que hacen de ésta una propiedad de lo más especial. Accedemos a la vivienda por un amplio recibidor, que da paso a un espectacular salón comedor con orientación sur y vistas a la obra maestra de Gaudí y con salida directa a la impresionante terraza ubicada en el patio de manzana más cotizado de la ciudad. En esta terraza, se encuentra una habitación con baño, completamente independiente, que podría servir como habitación de invitados o servicio. La zona de noche consta de 3 habitaciones dobles, una de ellas en suite con vestidor, y dos baños completos. La finca dispone de servicio de conserjería."
Dreta de l´Eixample,485.000 €,4 habitaciones,2 Baños,,Superficie 115 m,Año construcción 1936,Planta número 4,,,,Calefacción ,Sin plaza parking,Sin aire acondicionado,Ascensor ,"VGPSLat\"":41.3906600","VGPSLon\"":2.1626209",https://www.habitaclia.com/comprar-piso-cuarto_con_4_habitaciones_ascensor_y_calefaccion_dreta_de_l_eixample-barcelona-i2861002716449.htm?pag=37&f=&from=list&lo=55," Magnífico piso situado en Aragó con Rambla Catalunya de 115 m2. En pleno centro del Eixample. Piso alto 5º real con magnifica orientación sur. Finca señorial con ascensor rehabilitada. El piso se distribuye en salón-comedor de 26 m2 exterior, cocina, 4 dormitorios (1 suitte, 2 dobles y una individual), 2 baños en total. El inmueble se encuentra reformado de hace muy poco tiempo. Cocina de gas natural pero con instalación para vitrocerámica si se prefiere. Lavavajillas integrado. El piso se puede entregar con todos los electrodomésticos. Dispone de parque, aire acondicionado, carpintería exterior de aluminio, altillo, etc. Alto y luminoso. Espectacular zona. Todos los servicios a su alcance: metros, autobús, tren, etc"
Dreta de l´Eixample,425.000 €,3 habitaciones,2 Baños,,Superficie 130 m,Año construcción 1885,Planta número 2,,,,Calefacción ,Sin plaza parking,Sin aire acondicionado,Sin ascensor,,,https://www.habitaclia.com/comprar-piso-en_venta_calle_de_pau_claris_dreta_de_l_eixample-barcelona-i2861002716310.htm?pag=37&f=&from=list&lo=55," Piso venta calle Pau Claris Fabuloso piso en finca regia a dos pasos de plaza Catalunya. Segunda planta a reformar es exterior a calle y a bonito patio de manzana, doble orientación a Tarragona y a Girona. Sus 130 m2 se distribuyen en un precioso salón-comedor con galería, tres dormitorios dobles, cocina, un baño completo y un aseo de cortesía. También contamos con una práctica despensa y un acogedor recibidor que distingue estas encantadoras propiedades distintivas de finales del siglo XIX."
Dreta de l´Eixample,1.690.000 €,5 habitaciones,3 Baños,,Superficie 190 m,Año construcción 1877,,,,,Sin calefacción,Sin plaza parking,Aire acondicionado ,Ascensor ,,,https://www.habitaclia.com/comprar-apartamento-piso_de_190_m2_en_venta_en_eixample_derecho_dreta_de_l_eixample-barcelona-i4975004012235.htm?pag=33&f=&from=list&lo=55," Precioso piso reformado con las mejores calidades en una finca regia con ascensor y terrado comunitario, estratégicamente situado en el barrio del Eixample Derecho. Destaca por su gran luminosidad, ya que es totalmente exterior.  Una vez entramos en el piso y dejamos a la derecha un amplio recibidor con baño de cortesía y despacho, accedemos a la sala de estar, presidida por una chimenea y una cocina abierta, completamente equipada con electrodomésticos de gama alta y nevera de vinos. La cocina da paso seguidamente a la zona de noche, que se compone de dos amplios dormitorios dobles con baño completo compartido y dos suites con baño propio y salida a balcón. Una de las suites cuenta además con vestidor propio.  La vivienda está equipada con aire acondicionado por conductos, ventanas de doble acristalamiento, persianas eléctricas y trastero en el terrado.

Ascensor, Luz natural, Parqué, Edificio modernista, Terraza comunitaria, Aire acondicionado, Alarma, Armarios empotrados, Balcón, Cerca del transporte público, Chimenea, Cocina equipada, Exterior, Renovado, Ventanas de doble acristalamiento, Vestidor"
